model,fraction,seed,n,dim,rankme_sigma_raw,rankme_sigma_centered,eff_rank_sigma2,rankme_sigma_raw_norm,eff_rank_sigma2_norm,stable_rank,participation_ratio,alpha_spectral,alpha_r2,aniso_cosine,aniso_spectral,fisher_ratio,knn_purity,intrinsic_dim_twonn,nc1_canonical,nc1_inverse,silhouette,dbi,chi,nc2_mean_cos,nc2_std_cos,emb_dir
dinov3_vitb16_lvd_lora_r8,0.25,1,17598,768,362.5628613207116,403.8427150329875,41.37361444647682,0.47208705901134324,0.05387189381051669,4.622552268711064,12.701120498262304,1.7909076736382668,0.8817422563165462,0.3473966121673584,166.14198290377504,0.406299625282496,0.67734,11.223559192869855,2.0926657825092887,0.47785939272177275,0.045196123573221496,4.124157529050791,840.4113139801719,-0.080838290715662,0.36381585421480306,DINOv3_LoRA/lora/embeddings/dinov3_vitb16_lvd_lora_frac025_seed1
dinov3_vitb16_lvd_lora_r8,0.25,2,17598,768,353.73177074738214,396.5248017061689,38.33865644435043,0.46058824316065383,0.04992012557858128,4.187822117229088,11.551055861228077,1.7980564211718324,0.8874264975114932,0.35969164967536926,183.38887815706806,0.40345851275950667,0.6716,11.737831300805416,2.069767657396728,0.48314601710284594,0.03330889879592669,4.160650366077998,849.7089002791738,-0.08441579397626801,0.39568264780270934,DINOv3_LoRA/lora/embeddings/dinov3_vitb16_lvd_lora_frac025_seed2
dinov3_vitb16_lvd_lora_r8,0.5,0,17598,768,366.9245395123339,405.9964353383732,43.877687128935065,0.47776632749001813,0.057132405115800866,5.254827532019361,14.062684031345517,1.7603645120047782,0.8917381344970539,0.3332696855068207,146.1513237723461,0.3775558141787679,0.68078,11.037835934384871,2.2780438085810255,0.438973120812129,0.041116704880383145,4.07619622001425,772.0220275726199,-0.08754014413381761,0.3377818805519407,DINOv3_LoRA/lora/embeddings/dinov3_vitb16_lvd_lora_frac050_seed0
dinov3_vitb16_lvd_lora_r8,0.5,1,17598,768,350.2702088047688,394.4410500967823,38.25690388767681,0.456081001047876,0.049813676937079186,4.373172188896028,11.855638761547679,1.8066524235839472,0.8871493942740784,0.37161895632743835,175.61622703767247,0.429492255549569,0.67982,11.253164225937256,1.9505556737948977,0.5126744206454463,0.045244186890274936,4.161835228556888,901.6405035895959,-0.0805479853923326,0.35998911667153827,DINOv3_LoRA/lora/embeddings/dinov3_vitb16_lvd_lora_frac050_seed1
dinov3_vitb16_lvd_lora_r8,0.5,2,17598,768,372.9744611568009,410.5339304429917,42.30969366738718,0.48564382963125113,0.05509074696274372,4.671085879113759,12.781888952185517,1.7656658951525053,0.8766964507980719,0.31463125348091125,164.4157311331026,0.3828910385143704,0.68104,11.743642041336523,2.1997492649337684,0.45459726521588545,0.035084801427409,4.219533266060422,799.5002103355303,-0.0849738599006123,0.3811661637059769,DINOv3_LoRA/lora/embeddings/dinov3_vitb16_lvd_lora_frac050_seed2
dinov3_vitb16_lvd_lora_r8,0.7,0,17598,768,368.5780394179674,407.62775836066004,43.79843059263299,0.47991932215881167,0.05702920650082421,5.196117302466973,13.945678630543505,1.7561152617020468,0.8890733007263785,0.33171209692955017,147.80266789500206,0.3895665099446111,0.6812,10.911415792741442,2.202986765002768,0.45392919099007367,0.041186241592747835,4.009374589762202,798.3252681945944,-0.0867703106722875,0.33969122998477874,DINOv3_LoRA/lora/embeddings/dinov3_vitb16_lvd_lora_frac070_seed0
dinov3_vitb16_lvd_lora_r8,0.7,1,17598,768,363.0518211776606,405.06357395661803,40.9009104516646,0.47272372549174557,0.05325639381727162,4.51580233778969,12.392555151708871,1.7806128660921159,0.8811790390697118,0.3521290421485901,170.06944559400404,0.4062139893112196,0.68026,11.12620380898399,2.056379448851566,0.48629157452336313,0.04567323064069756,4.207237180354699,855.2409921146432,-0.07795032679180765,0.3685704334505523,DINOv3_LoRA/lora/embeddings/dinov3_vitb16_lvd_lora_frac070_seed1
dinov3_vitb16_lvd_lora_r8,0.7,2,17598,768,372.9927806572634,411.075321454078,42.07175514839478,0.4856676831474784,0.0547809311828057,4.644086614641515,12.5568299215171,1.7656582448476583,0.8767405722829671,0.31877776980400085,165.3715926784633,0.37775422835107936,0.67986,11.749673180753474,2.2416038572149417,0.44610915384576194,0.03470494471052139,4.204402576532067,784.5721688688805,-0.08603841967229127,0.3816475335700577,DINOv3_LoRA/lora/embeddings/dinov3_vitb16_lvd_lora_frac070_seed2
dinov3_vitb16_lvd_mhsa,1.0,0,17598,768,413.12843732532775,448.6645793817006,49.80232917200036,0.5379276527673539,0.06484678277604214,5.280506922475621,14.523233141167362,1.5835451943207717,0.8681417788874463,0.2870100438594818,145.44058198865957,0.3700100117097621,0.68666,11.155575417071873,2.3068496566661585,0.43349162226928944,0.04545294002257395,4.04305656248833,762.3817160853199,-0.08619498823223046,0.3472948949525349,ft_ssl_results/dinov3_vitb16_lvd_mhsa_embeddings/dinov3_vitb16_lvd_mhsa_frac100_seed0
dinov3_vitb16_lvd_mhsa,1.0,1,17598,768,417.7252912789475,452.390484217058,51.23835721340492,0.5439131396861295,0.06671661095495432,5.18294182559911,14.449963582007786,1.5921896449839938,0.8613460917933451,0.28267064690589905,148.17839478860537,0.3762357775152488,0.68278,11.23587210447532,2.237238073661457,0.4469796986616431,0.049962155098861136,4.339514861408634,786.1031960365734,-0.08089614834715353,0.3468000215804575,ft_ssl_results/dinov3_vitb16_lvd_mhsa_embeddings/dinov3_vitb16_lvd_mhsa_frac100_seed1
dinov3_vitb16_lvd_mhsa,1.0,2,17598,768,420.50491903397676,454.4212905863277,49.449485775056836,0.547532446658824,0.06438735126960525,4.813137100829615,13.31689494396496,1.5973168420815864,0.85301280479983,0.27055224776268005,159.56329186376675,0.35619755405077297,0.68442,11.650122232851777,2.346725450070745,0.42612568929587724,0.036734987453343054,4.131795359987691,749.4272497649686,-0.08574462830209012,0.37406662286180725,ft_ssl_results/dinov3_vitb16_lvd_mhsa_embeddings/dinov3_vitb16_lvd_mhsa_frac100_seed2
dinov3_vitl16_lvd_lora,1.0,0,17598,1024,578.2307165308674,617.9451337550382,67.47081042249222,0.5646784341121752,0.06588946330321506,5.9685948834077545,17.094786878749975,1.4881096022834175,0.9655582018478885,0.25262024998664856,171.56466806729387,0.3264507063980111,0.69006,11.346564414132347,2.670496889536582,0.37446214744446227,0.03696484220163606,4.273688409073481,658.5665787108131,-0.08840586034287688,0.339397312663352,ViTB_L_LoRA/lora_3models/embeddings/dinov3_vitl16_lvd_lora_frac100_seed0
dinov3_vitl16_lvd_lora,1.0,1,17598,1024,588.0544366068988,625.5665241920133,71.66879741307913,0.5742719107489246,0.06998905997371009,6.549494777186456,18.547144039362156,1.4667370078649002,0.9678634814492463,0.23867377638816833,156.34793748776633,0.32184141778782993,0.69408,11.580302489537406,2.6986771854717335,0.37055191535434706,0.039371193830631104,4.202789584587044,651.689653533922,-0.0889038691496433,0.3287884532696323,ViTB_L_LoRA/lora_3models/embeddings/dinov3_vitl16_lvd_lora_frac100_seed1
